Category,Id
6,0
1,1
6,2
6,3
3,4
6,5
6,6
6,7
5,8
0,9
3,10
4,11
6,12
6,13
9,14
5,15
6,16
3,17
6,18
4,19
4,20
4,21
6,22
1,23
5,24
9,25
6,26
4,27
4,28
1,29
5,30
5,31
9,32
4,33
1,34
0,35
9,36
6,37
6,38
0,39
6,40
0,41
4,42
4,43
6,44
0,45
3,46
3,47
6,48
3,49
6,50
6,51
9,52
3,53
0,54
9,55
9,56
4,57
6,58
3,59
4,60
5,61
4,62
6,63
1,64
1,65
0,66
9,67
5,68
6,69
9,70
3,71
4,72
6,73
5,74
9,75
1,76
6,77
1,78
3,79
9,80
4,81
1,82
6,83
6,84
5,85
9,86
4,87
1,88
6,89
3,90
6,91
4,92
4,93
9,94
0,95
4,96
5,97
9,98
3,99
9,100
3,101
9,102
6,103
6,104
6,105
3,106
6,107
6,108
5,109
5,110
5,111
4,112
4,113
5,114
5,115
0,116
4,117
5,118
3,119
6,120
5,121
6,122
4,123
9,124
0,125
5,126
5,127
0,128
3,129
1,130
5,131
9,132
4,133
9,134
6,135
4,136
6,137
0,138
4,139
3,140
3,141
3,142
4,143
4,144
6,145
6,146
0,147
1,148
3,149
4,150
3,151
3,152
1,153
9,154
3,155
3,156
3,157
9,158
5,159
6,160
5,161
9,162
3,163
6,164
4,165
0,166
6,167
5,168
6,169
6,170
3,171
9,172
0,173
6,174
4,175
6,176
5,177
5,178
9,179
9,180
1,181
3,182
9,183
1,184
5,185
5,186
6,187
0,188
5,189
4,190
9,191
1,192
6,193
0,194
0,195
6,196
4,197
6,198
9,199
0,200
4,201
6,202
5,203
5,204
5,205
6,206
4,207
1,208
9,209
3,210
4,211
9,212
1,213
9,214
5,215
9,216
6,217
6,218
5,219
5,220
9,221
9,222
3,223
6,224
4,225
5,226
9,227
5,228
1,229
9,230
5,231
6,232
6,233
9,234
9,235
4,236
0,237
9,238
6,239
1,240
5,241
9,242
9,243
0,244
6,245
4,246
5,247
3,248
3,249
6,250
1,251
6,252
4,253
4,254
5,255
4,256
9,257
6,258
3,259
3,260
6,261
4,262
4,263
4,264
9,265
3,266
9,267
6,268
6,269
6,270
6,271
6,272
6,273
5,274
6,275
5,276
5,277
9,278
