Category,Id
6,0
1,1
6,2
0,3
3,4
6,5
8,6
6,7
5,8
0,9
3,10
6,11
6,12
6,13
8,14
5,15
6,16
3,17
6,18
6,19
3,20
6,21
6,22
1,23
5,24
7,25
8,26
6,27
3,28
1,29
5,30
7,31
7,32
8,33
1,34
3,35
9,36
8,37
6,38
8,39
6,40
0,41
6,42
6,43
6,44
0,45
3,46
3,47
6,48
3,49
6,50
6,51
9,52
3,53
0,54
9,55
9,56
6,57
6,58
3,59
6,60
5,61
6,62
6,63
1,64
1,65
0,66
9,67
5,68
6,69
7,70
3,71
6,72
6,73
5,74
7,75
1,76
6,77
1,78
3,79
9,80
8,81
1,82
6,83
6,84
8,85
9,86
6,87
1,88
6,89
3,90
6,91
3,92
6,93
5,94
3,95
6,96
7,97
7,98
3,99
9,100
3,101
9,102
6,103
8,104
6,105
3,106
8,107
6,108
7,109
5,110
5,111
3,112
3,113
7,114
5,115
6,116
6,117
7,118
3,119
0,120
5,121
6,122
3,123
7,124
0,125
8,126
5,127
0,128
3,129
1,130
7,131
9,132
6,133
9,134
6,135
6,136
6,137
6,138
6,139
3,140
3,141
3,142
6,143
3,144
6,145
6,146
0,147
1,148
3,149
6,150
3,151
3,152
1,153
9,154
3,155
3,156
3,157
9,158
5,159
6,160
7,161
7,162
3,163
6,164
6,165
0,166
8,167
7,168
6,169
6,170
8,171
9,172
0,173
6,174
6,175
6,176
5,177
7,178
9,179
7,180
1,181
3,182
9,183
1,184
5,185
5,186
6,187
0,188
7,189
6,190
9,191
1,192
6,193
6,194
0,195
6,196
6,197
6,198
9,199
0,200
6,201
3,202
5,203
5,204
8,205
6,206
8,207
1,208
9,209
3,210
3,211
7,212
1,213
9,214
5,215
9,216
6,217
6,218
8,219
5,220
7,221
9,222
3,223
6,224
6,225
5,226
7,227
8,228
1,229
9,230
5,231
6,232
6,233
9,234
7,235
6,236
0,237
9,238
8,239
1,240
5,241
7,242
7,243
0,244
6,245
3,246
5,247
3,248
3,249
8,250
1,251
6,252
8,253
6,254
8,255
6,256
9,257
8,258
3,259
3,260
6,261
6,262
6,263
6,264
9,265
3,266
9,267
6,268
8,269
6,270
8,271
8,272
6,273
7,274
6,275
5,276
5,277
9,278
