Category,Id
6,0
1,1
6,2
6,3
3,4
6,5
9,6
6,7
5,8
1,9
3,10
4,11
6,12
6,13
9,14
5,15
4,16
3,17
6,18
6,19
4,20
4,21
4,22
1,23
7,24
9,25
6,26
4,27
4,28
1,29
7,30
7,31
7,32
6,33
1,34
6,35
9,36
6,37
6,38
3,39
4,40
6,41
4,42
6,43
4,44
6,45
3,46
3,47
6,48
3,49
6,50
4,51
9,52
3,53
6,54
9,55
9,56
4,57
6,58
3,59
4,60
9,61
4,62
6,63
1,64
1,65
6,66
9,67
5,68
4,69
7,70
3,71
4,72
6,73
5,74
7,75
1,76
6,77
1,78
3,79
9,80
4,81
1,82
4,83
4,84
5,85
9,86
4,87
1,88
6,89
3,90
6,91
4,92
6,93
3,94
3,95
4,96
7,97
7,98
3,99
9,100
3,101
9,102
6,103
6,104
4,105
3,106
6,107
6,108
7,109
5,110
7,111
4,112
4,113
7,114
5,115
6,116
6,117
7,118
3,119
6,120
7,121
6,122
4,123
7,124
6,125
5,126
9,127
6,128
3,129
1,130
7,131
9,132
4,133
9,134
6,135
4,136
6,137
3,138
4,139
3,140
3,141
3,142
4,143
4,144
6,145
3,146
6,147
1,148
3,149
4,150
3,151
3,152
1,153
9,154
3,155
3,156
3,157
9,158
9,159
4,160
7,161
7,162
3,163
6,164
4,165
6,166
6,167
7,168
6,169
4,170
3,171
9,172
6,173
4,174
4,175
6,176
5,177
7,178
9,179
9,180
1,181
3,182
9,183
1,184
7,185
9,186
6,187
6,188
7,189
4,190
9,191
1,192
6,193
6,194
6,195
6,196
4,197
6,198
9,199
6,200
6,201
6,202
9,203
7,204
7,205
6,206
4,207
1,208
9,209
4,210
4,211
7,212
1,213
7,214
9,215
9,216
6,217
4,218
9,219
7,220
7,221
9,222
3,223
6,224
4,225
5,226
9,227
7,228
1,229
7,230
7,231
6,232
6,233
9,234
7,235
4,236
6,237
9,238
6,239
1,240
5,241
7,242
7,243
6,244
4,245
3,246
9,247
3,248
3,249
6,250
1,251
3,252
4,253
4,254
9,255
4,256
9,257
6,258
3,259
3,260
6,261
4,262
4,263
4,264
9,265
3,266
9,267
6,268
6,269
6,270
6,271
3,272
6,273
7,274
4,275
7,276
9,277
9,278
