Category,Id
6,0
1,1
6,2
0,3
3,4
6,5
8,6
6,7
8,8
0,9
3,10
4,11
6,12
6,13
8,14
7,15
6,16
3,17
6,18
4,19
4,20
4,21
6,22
1,23
7,24
7,25
8,26
4,27
4,28
1,29
7,30
7,31
7,32
8,33
1,34
0,35
9,36
6,37
6,38
8,39
6,40
0,41
4,42
6,43
6,44
0,45
3,46
3,47
6,48
3,49
6,50
6,51
9,52
3,53
0,54
9,55
9,56
4,57
6,58
3,59
4,60
9,61
4,62
6,63
1,64
1,65
0,66
9,67
7,68
0,69
7,70
3,71
4,72
6,73
8,74
7,75
1,76
6,77
1,78
0,79
9,80
8,81
1,82
6,83
6,84
8,85
9,86
4,87
1,88
6,89
3,90
6,91
4,92
4,93
3,94
3,95
4,96
7,97
7,98
3,99
9,100
3,101
9,102
6,103
8,104
4,105
3,106
8,107
6,108
7,109
8,110
7,111
4,112
4,113
7,114
7,115
6,116
4,117
7,118
4,119
6,120
7,121
6,122
4,123
7,124
0,125
8,126
8,127
0,128
3,129
1,130
7,131
9,132
4,133
9,134
6,135
4,136
6,137
0,138
4,139
3,140
3,141
3,142
4,143
4,144
6,145
6,146
0,147
1,148
3,149
4,150
3,151
3,152
1,153
9,154
3,155
3,156
3,157
9,158
8,159
6,160
7,161
7,162
3,163
6,164
4,165
0,166
6,167
7,168
6,169
6,170
8,171
9,172
0,173
6,174
4,175
6,176
8,177
7,178
9,179
9,180
1,181
3,182
9,183
1,184
7,185
7,186
6,187
0,188
7,189
4,190
9,191
1,192
6,193
0,194
0,195
6,196
4,197
6,198
9,199
0,200
4,201
4,202
8,203
7,204
8,205
6,206
4,207
1,208
9,209
4,210
4,211
7,212
1,213
9,214
9,215
9,216
4,217
6,218
8,219
7,220
7,221
7,222
3,223
6,224
4,225
7,226
7,227
8,228
1,229
9,230
7,231
6,232
6,233
9,234
7,235
4,236
0,237
9,238
6,239
1,240
7,241
7,242
7,243
0,244
6,245
4,246
9,247
3,248
3,249
8,250
1,251
6,252
4,253
4,254
8,255
4,256
9,257
8,258
3,259
3,260
6,261
4,262
4,263
4,264
9,265
3,266
9,267
6,268
8,269
6,270
8,271
8,272
6,273
7,274
6,275
8,276
8,277
9,278
