Category,Id
0,0
1,1
6,2
0,3
2,4
6,5
6,6
6,7
5,8
0,9
6,10
2,11
2,12
6,13
6,14
5,15
6,16
0,17
6,18
6,19
6,20
6,21
2,22
1,23
5,24
7,25
1,26
1,27
2,28
1,29
5,30
7,31
7,32
6,33
1,34
0,35
9,36
6,37
6,38
0,39
6,40
0,41
6,42
2,43
2,44
0,45
6,46
2,47
2,48
1,49
2,50
6,51
9,52
1,53
0,54
9,55
9,56
6,57
6,58
0,59
6,60
5,61
2,62
6,63
1,64
1,65
0,66
9,67
5,68
2,69
7,70
1,71
2,72
6,73
5,74
7,75
1,76
6,77
1,78
0,79
9,80
1,81
1,82
6,83
6,84
6,85
9,86
6,87
1,88
6,89
1,90
6,91
2,92
2,93
6,94
0,95
2,96
7,97
7,98
0,99
9,100
0,101
9,102
6,103
6,104
6,105
0,106
6,107
2,108
7,109
5,110
5,111
6,112
2,113
7,114
5,115
6,116
2,117
7,118
1,119
0,120
5,121
6,122
2,123
7,124
0,125
5,126
5,127
0,128
0,129
1,130
7,131
9,132
6,133
9,134
6,135
6,136
6,137
0,138
2,139
0,140
2,141
2,142
2,143
2,144
6,145
6,146
0,147
1,148
1,149
6,150
0,151
0,152
1,153
9,154
2,155
0,156
0,157
9,158
5,159
6,160
7,161
7,162
7,163
6,164
6,165
0,166
2,167
7,168
2,169
6,170
5,171
9,172
0,173
6,174
2,175
6,176
5,177
7,178
9,179
9,180
1,181
0,182
9,183
1,184
5,185
5,186
6,187
0,188
7,189
6,190
9,191
1,192
6,193
2,194
0,195
6,196
6,197
6,198
9,199
0,200
2,201
2,202
5,203
5,204
6,205
6,206
2,207
1,208
9,209
2,210
2,211
7,212
1,213
9,214
5,215
9,216
6,217
2,218
5,219
5,220
7,221
7,222
0,223
6,224
6,225
5,226
7,227
6,228
1,229
9,230
5,231
6,232
2,233
9,234
7,235
2,236
0,237
9,238
2,239
1,240
5,241
7,242
7,243
0,244
2,245
6,246
5,247
1,248
1,249
6,250
1,251
0,252
2,253
2,254
6,255
6,256
9,257
6,258
2,259
6,260
6,261
6,262
2,263
2,264
9,265
2,266
9,267
2,268
6,269
6,270
2,271
6,272
2,273
7,274
2,275
5,276
5,277
9,278
7,279
7,280
6,281
6,282
5,283
6,284
6,285
2,286
1,287
2,288
2,289
2,290
1,291
9,292
1,293
2,294
0,295
6,296
1,297
7,298
0,299
5,300
2,301
0,302
9,303
6,304
2,305
7,306
6,307
7,308
7,309
1,310
0,311
6,312
0,313
7,314
5,315
7,316
0,317
9,318
2,319
0,320
2,321
5,322
0,323
6,324
5,325
5,326
7,327
7,328
6,329
1,330
2,331
9,332
7,333
6,334
6,335
1,336
6,337
2,338
5,339
6,340
5,341
5,342
0,343
9,344
2,345
9,346
6,347
0,348
6,349
9,350
6,351
6,352
0,353
0,354
6,355
0,356
6,357
5,358
9,359
5,360
1,361
6,362
0,363
7,364
1,365
2,366
7,367
5,368
9,369
0,370
2,371
0,372
6,373
2,374
6,375
6,376
7,377
2,378
9,379
0,380
0,381
9,382
9,383
5,384
1,385
6,386
2,387
9,388
5,389
5,390
6,391
6,392
6,393
7,394
2,395
2,396
2,397
0,398
5,399
0,400
2,401
0,402
2,403
0,404
5,405
7,406
0,407
5,408
0,409
7,410
0,411
5,412
6,413
7,414
7,415
5,416
5,417
2,418
2,419
0,420
6,421
0,422
9,423
9,424
6,425
1,426
0,427
6,428
6,429
6,430
9,431
2,432
0,433
1,434
2,435
5,436
6,437
1,438
6,439
2,440
7,441
1,442
2,443
0,444
7,445
6,446
7,447
6,448
5,449
1,450
6,451
6,452
0,453
5,454
1,455
2,456
9,457
9,458
5,459
5,460
6,461
6,462
6,463
0,464
2,465
7,466
1,467
5,468
6,469
5,470
5,471
9,472
6,473
0,474
7,475
0,476
6,477
7,478
6,479
5,480
6,481
2,482
7,483
0,484
1,485
2,486
9,487
7,488
0,489
2,490
6,491
6,492
5,493
6,494
1,495
7,496
1,497
9,498
1,499
2,500
1,501
2,502
2,503
9,504
0,505
6,506
6,507
6,508
6,509
2,510
5,511
7,512
0,513
2,514
0,515
0,516
2,517
9,518
6,519
5,520
2,521
6,522
5,523
2,524
2,525
5,526
5,527
2,528
7,529
1,530
9,531
5,532
9,533
7,534
2,535
6,536
2,537
2,538
1,539
6,540
6,541
6,542
1,543
2,544
7,545
0,546
5,547
9,548
7,549
7,550
1,551
7,552
2,553
2,554
5,555
6,556
2,557
2,558
6,559
5,560
2,561
7,562
0,563
2,564
7,565
6,566
6,567
2,568
6,569
6,570
7,571
9,572
6,573
5,574
6,575
5,576
6,577
1,578
1,579
2,580
7,581
6,582
2,583
5,584
0,585
2,586
2,587
0,588
2,589
1,590
2,591
0,592
2,593
5,594
2,595
9,596
7,597
6,598
1,599
1,600
2,601
7,602
5,603
9,604
6,605
5,606
2,607
0,608
6,609
7,610
9,611
6,612
2,613
6,614
7,615
0,616
1,617
6,618
9,619
1,620
7,621
5,622
7,623
9,624
0,625
1,626
6,627
6,628
5,629
2,630
7,631
9,632
2,633
7,634
9,635
5,636
1,637
2,638
6,639
2,640
9,641
6,642
2,643
6,644
5,645
6,646
0,647
5,648
1,649
1,650
9,651
7,652
0,653
9,654
7,655
6,656
6,657
2,658
0,659
7,660
6,661
1,662
1,663
6,664
7,665
7,666
5,667
6,668
1,669
2,670
5,671
5,672
1,673
2,674
6,675
6,676
7,677
0,678
7,679
6,680
7,681
5,682
1,683
6,684
6,685
1,686
0,687
2,688
2,689
6,690
0,691
1,692
5,693
0,694
7,695
2,696
5,697
0,698
9,699
1,700
1,701
0,702
6,703
7,704
6,705
2,706
7,707
6,708
9,709
0,710
1,711
5,712
5,713
9,714
6,715
0,716
9,717
7,718
1,719
6,720
9,721
0,722
1,723
7,724
0,725
0,726
5,727
1,728
9,729
1,730
7,731
0,732
9,733
1,734
0,735
2,736
9,737
9,738
6,739
9,740
6,741
5,742
1,743
6,744
1,745
0,746
0,747
6,748
9,749
7,750
9,751
0,752
5,753
9,754
0,755
2,756
7,757
7,758
6,759
1,760
9,761
2,762
0,763
6,764
2,765
9,766
1,767
5,768
2,769
0,770
6,771
7,772
1,773
6,774
0,775
0,776
2,777
1,778
6,779
5,780
0,781
7,782
7,783
7,784
6,785
6,786
0,787
6,788
7,789
6,790
1,791
9,792
0,793
5,794
2,795
6,796
6,797
0,798
1,799
1,800
6,801
1,802
2,803
2,804
9,805
9,806
1,807
1,808
5,809
9,810
2,811
5,812
9,813
5,814
5,815
6,816
0,817
2,818
0,819
1,820
7,821
9,822
0,823
5,824
2,825
6,826
5,827
6,828
9,829
2,830
5,831
7,832
2,833
9,834
6,835
6,836
7,837
6,838
5,839
1,840
7,841
6,842
1,843
5,844
9,845
9,846
0,847
2,848
6,849
9,850
5,851
6,852
0,853
6,854
5,855
0,856
0,857
6,858
2,859
9,860
2,861
2,862
7,863
2,864
2,865
6,866
9,867
6,868
9,869
7,870
5,871
9,872
9,873
2,874
7,875
2,876
7,877
5,878
0,879
0,880
1,881
6,882
2,883
0,884
0,885
0,886
2,887
9,888
7,889
6,890
0,891
1,892
7,893
1,894
9,895
5,896
9,897
6,898
6,899
0,900
6,901
6,902
2,903
5,904
5,905
6,906
6,907
6,908
6,909
9,910
1,911
0,912
0,913
1,914
0,915
0,916
7,917
6,918
7,919
0,920
6,921
2,922
2,923
0,924
0,925
2,926
5,927
2,928
6,929
7,930
1,931
6,932
6,933
5,934
0,935
0,936
6,937
1,938
2,939
1,940
1,941
6,942
5,943
2,944
5,945
0,946
6,947
0,948
2,949
9,950
0,951
5,952
0,953
0,954
2,955
1,956
6,957
5,958
0,959
2,960
6,961
2,962
6,963
6,964
0,965
0,966
2,967
6,968
9,969
0,970
0,971
6,972
7,973
6,974
7,975
1,976
6,977
7,978
2,979
0,980
9,981
1,982
0,983
6,984
7,985
2,986
2,987
6,988
9,989
0,990
9,991
6,992
0,993
2,994
9,995
6,996
7,997
6,998
5,999
2,1000
2,1001
2,1002
7,1003
6,1004
6,1005
2,1006
5,1007
1,1008
0,1009
9,1010
6,1011
1,1012
6,1013
2,1014
2,1015
6,1016
7,1017
9,1018
0,1019
5,1020
5,1021
9,1022
6,1023
1,1024
6,1025
6,1026
5,1027
2,1028
7,1029
5,1030
1,1031
6,1032
6,1033
5,1034
6,1035
2,1036
7,1037
6,1038
9,1039
6,1040
6,1041
5,1042
7,1043
5,1044
9,1045
6,1046
0,1047
2,1048
2,1049
6,1050
6,1051
7,1052
6,1053
1,1054
2,1055
6,1056
6,1057
5,1058
2,1059
9,1060
